"survey","country","year","variable","status","records"
"KM61FL","COM",2011,"hib3_pct","observed",3900
"KM61FL","COM",2008,"hib3_pct","not_observed:pre_series_assumed_not_introduced",4024
"KM61FL","COM",2009,"hib3_pct","observed",4125
"KM61FL","COM",2007,"hib3_pct","not_observed:pre_series_assumed_not_introduced",694
"KM61FL","COM",2012,"hib3_pct","observed",1095
"KM61FL","COM",2010,"hib3_pct","observed",4098
"KM61FL","COM",2011,"pcv3_pct","not_observed:no_series_assumed_not_introduced",3900
"KM61FL","COM",2008,"pcv3_pct","not_observed:no_series_assumed_not_introduced",4024
"KM61FL","COM",2009,"pcv3_pct","not_observed:no_series_assumed_not_introduced",4125
"KM61FL","COM",2007,"pcv3_pct","not_observed:no_series_assumed_not_introduced",694
"KM61FL","COM",2012,"pcv3_pct","not_observed:no_series_assumed_not_introduced",1095
"KM61FL","COM",2010,"pcv3_pct","not_observed:no_series_assumed_not_introduced",4098
"KM61FL","COM",2011,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",3900
"KM61FL","COM",2008,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",4024
"KM61FL","COM",2009,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",4125
"KM61FL","COM",2007,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",694
"KM61FL","COM",2012,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",1095
"KM61FL","COM",2010,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",4098
"ET51FL","ETH",2004,"hib3_pct","not_observed:pre_series_assumed_not_introduced",9353
"ET51FL","ETH",2003,"hib3_pct","not_observed:pre_series_assumed_not_introduced",12446
"ET51FL","ETH",2002,"hib3_pct","not_observed:pre_series_assumed_not_introduced",13168
"ET51FL","ETH",2000,"hib3_pct","not_observed:pre_series_assumed_not_introduced",7392
"ET51FL","ETH",2005,"hib3_pct","not_observed:pre_series_assumed_not_introduced",1215
"ET51FL","ETH",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",9353
"ET51FL","ETH",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",12446
"ET51FL","ETH",2002,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",13168
"ET51FL","ETH",2000,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7392
"ET51FL","ETH",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",1215
"ET51FL","ETH",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",9353
"ET51FL","ETH",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",12446
"ET51FL","ETH",2002,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",13168
"ET51FL","ETH",2000,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7392
"ET51FL","ETH",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",1215
"ET61FL","ETH",2007,"hib3_pct","observed",16130
"ET61FL","ETH",2008,"hib3_pct","observed",16023
"ET61FL","ETH",2006,"hib3_pct","not_observed:pre_series_assumed_not_introduced",13720
"ET61FL","ETH",2011,"hib3_pct","observed",347
"ET61FL","ETH",2010,"hib3_pct","observed",7181
"ET61FL","ETH",2009,"hib3_pct","observed",14911
"ET61FL","ETH",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",16130
"ET61FL","ETH",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",16023
"ET61FL","ETH",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",13720
"ET61FL","ETH",2011,"pcv3_pct","observed",347
"ET61FL","ETH",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7181
"ET61FL","ETH",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",14911
"ET61FL","ETH",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",16130
"ET61FL","ETH",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",16023
"ET61FL","ETH",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",13720
"ET61FL","ETH",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",347
"ET61FL","ETH",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7181
"ET61FL","ETH",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",14911
"ET71FL","ETH",2013,"hib3_pct","observed",14138
"ET71FL","ETH",2012,"hib3_pct","observed",14655
"ET71FL","ETH",2011,"hib3_pct","observed",11330
"ET71FL","ETH",2015,"hib3_pct","observed",8255
"ET71FL","ETH",2014,"hib3_pct","observed",13893
"ET71FL","ETH",2016,"hib3_pct","observed",434
"ET71FL","ETH",2013,"pcv3_pct","observed",14138
"ET71FL","ETH",2012,"pcv3_pct","observed",14655
"ET71FL","ETH",2011,"pcv3_pct","observed",11330
"ET71FL","ETH",2015,"pcv3_pct","observed",8255
"ET71FL","ETH",2014,"pcv3_pct","observed",13893
"ET71FL","ETH",2016,"pcv3_pct","observed",434
"ET71FL","ETH",2013,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",14138
"ET71FL","ETH",2012,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",14655
"ET71FL","ETH",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",11330
"ET71FL","ETH",2015,"rotavirus_pct","observed",8255
"ET71FL","ETH",2014,"rotavirus_pct","observed",13893
"ET71FL","ETH",2016,"rotavirus_pct","observed",434
"ET81FL","ETH",2015,"hib3_pct","observed",7924
"ET81FL","ETH",2019,"hib3_pct","observed",308
"ET81FL","ETH",2018,"hib3_pct","observed",4747
"ET81FL","ETH",2017,"hib3_pct","observed",7623
"ET81FL","ETH",2014,"hib3_pct","observed",5543
"ET81FL","ETH",2016,"hib3_pct","observed",7652
"ET81FL","ETH",2015,"pcv3_pct","observed",7924
"ET81FL","ETH",2019,"pcv3_pct","observed",308
"ET81FL","ETH",2018,"pcv3_pct","observed",4747
"ET81FL","ETH",2017,"pcv3_pct","observed",7623
"ET81FL","ETH",2014,"pcv3_pct","observed",5543
"ET81FL","ETH",2016,"pcv3_pct","observed",7652
"ET81FL","ETH",2015,"rotavirus_pct","observed",7924
"ET81FL","ETH",2019,"rotavirus_pct","observed",308
"ET81FL","ETH",2018,"rotavirus_pct","observed",4747
"ET81FL","ETH",2017,"rotavirus_pct","observed",7623
"ET81FL","ETH",2014,"rotavirus_pct","observed",5543
"ET81FL","ETH",2016,"rotavirus_pct","observed",7652
"ET8AFL","ETH",2022,"hib3_pct","observed",18340
"ET8AFL","ETH",2020,"hib3_pct","observed",18537
"ET8AFL","ETH",2021,"hib3_pct","observed",19037
"ET8AFL","ETH",2023,"hib3_pct","observed",16456
"ET8AFL","ETH",2019,"hib3_pct","observed",4304
"ET8AFL","ETH",2022,"pcv3_pct","observed",18340
"ET8AFL","ETH",2020,"pcv3_pct","observed",18537
"ET8AFL","ETH",2021,"pcv3_pct","observed",19037
"ET8AFL","ETH",2023,"pcv3_pct","observed",16456
"ET8AFL","ETH",2019,"pcv3_pct","observed",4304
"ET8AFL","ETH",2022,"rotavirus_pct","observed",18340
"ET8AFL","ETH",2020,"rotavirus_pct","observed",18537
"ET8AFL","ETH",2021,"rotavirus_pct","observed",19037
"ET8AFL","ETH",2023,"rotavirus_pct","observed",16456
"ET8AFL","ETH",2019,"rotavirus_pct","observed",4304
"GA61FL","GAB",2010,"hib3_pct","observed",7978
"GA61FL","GAB",2008,"hib3_pct","not_observed:pre_series_assumed_not_introduced",7298
"GA61FL","GAB",2012,"hib3_pct","observed",220
"GA61FL","GAB",2009,"hib3_pct","not_observed:pre_series_assumed_not_introduced",7644
"GA61FL","GAB",2007,"hib3_pct","not_observed:pre_series_assumed_not_introduced",5860
"GA61FL","GAB",2011,"hib3_pct","observed",4480
"GA61FL","GAB",2010,"pcv3_pct","not_observed:no_series_assumed_not_introduced",7978
"GA61FL","GAB",2008,"pcv3_pct","not_observed:no_series_assumed_not_introduced",7298
"GA61FL","GAB",2012,"pcv3_pct","not_observed:no_series_assumed_not_introduced",220
"GA61FL","GAB",2009,"pcv3_pct","not_observed:no_series_assumed_not_introduced",7644
"GA61FL","GAB",2007,"pcv3_pct","not_observed:no_series_assumed_not_introduced",5860
"GA61FL","GAB",2011,"pcv3_pct","not_observed:no_series_assumed_not_introduced",4480
"GA61FL","GAB",2010,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",7978
"GA61FL","GAB",2008,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",7298
"GA61FL","GAB",2012,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",220
"GA61FL","GAB",2009,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",7644
"GA61FL","GAB",2007,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",5860
"GA61FL","GAB",2011,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",4480
"GA71FL","GAB",2017,"hib3_pct","observed",8136
"GA71FL","GAB",2015,"hib3_pct","observed",3819
"GA71FL","GAB",2019,"hib3_pct","observed",6064
"GA71FL","GAB",2018,"hib3_pct","observed",8509
"GA71FL","GAB",2016,"hib3_pct","observed",5748
"GA71FL","GAB",2020,"hib3_pct","observed",3471
"GA71FL","GAB",2021,"hib3_pct","observed",628
"GA71FL","GAB",2014,"hib3_pct","observed",60
"GA71FL","GAB",2017,"pcv3_pct","not_observed:no_series_assumed_not_introduced",8136
"GA71FL","GAB",2015,"pcv3_pct","not_observed:no_series_assumed_not_introduced",3819
"GA71FL","GAB",2019,"pcv3_pct","not_observed:no_series_assumed_not_introduced",6064
"GA71FL","GAB",2018,"pcv3_pct","not_observed:no_series_assumed_not_introduced",8509
"GA71FL","GAB",2016,"pcv3_pct","not_observed:no_series_assumed_not_introduced",5748
"GA71FL","GAB",2020,"pcv3_pct","not_observed:no_series_assumed_not_introduced",3471
"GA71FL","GAB",2021,"pcv3_pct","not_observed:no_series_assumed_not_introduced",628
"GA71FL","GAB",2014,"pcv3_pct","not_observed:no_series_assumed_not_introduced",60
"GA71FL","GAB",2017,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",8136
"GA71FL","GAB",2015,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",3819
"GA71FL","GAB",2019,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",6064
"GA71FL","GAB",2018,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",8509
"GA71FL","GAB",2016,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",5748
"GA71FL","GAB",2020,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",3471
"GA71FL","GAB",2021,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",628
"GA71FL","GAB",2014,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",60
"GH4BFL","GHA",2000,"hib3_pct","not_observed:pre_series_assumed_not_introduced",5066
"GH4BFL","GHA",2003,"hib3_pct","observed",980
"GH4BFL","GHA",2002,"hib3_pct","observed",4430
"GH4BFL","GHA",2000,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",5066
"GH4BFL","GHA",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",980
"GH4BFL","GHA",2002,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",4430
"GH4BFL","GHA",2000,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",5066
"GH4BFL","GHA",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",980
"GH4BFL","GHA",2002,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",4430
"GH5AFL","GHA",2006,"hib3_pct","observed",3764
"GH5AFL","GHA",2007,"hib3_pct","observed",3507
"GH5AFL","GHA",2004,"hib3_pct","observed",3914
"GH5AFL","GHA",2008,"hib3_pct","observed",985
"GH5AFL","GHA",2005,"hib3_pct","observed",3738
"GH5AFL","GHA",2003,"hib3_pct","observed",792
"GH5AFL","GHA",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",3764
"GH5AFL","GHA",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",3507
"GH5AFL","GHA",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",3914
"GH5AFL","GHA",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",985
"GH5AFL","GHA",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",3738
"GH5AFL","GHA",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",792
"GH5AFL","GHA",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",3764
"GH5AFL","GHA",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",3507
"GH5AFL","GHA",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",3914
"GH5AFL","GHA",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",985
"GH5AFL","GHA",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",3738
"GH5AFL","GHA",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",792
"GH72FL","GHA",2012,"hib3_pct","observed",7777
"GH72FL","GHA",2010,"hib3_pct","observed",7406
"GH72FL","GHA",2014,"hib3_pct","observed",1898
"GH72FL","GHA",2011,"hib3_pct","observed",7628
"GH72FL","GHA",2013,"hib3_pct","observed",7125
"GH72FL","GHA",2009,"hib3_pct","observed",1518
"GH72FL","GHA",2012,"pcv3_pct","observed",7777
"GH72FL","GHA",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7406
"GH72FL","GHA",2014,"pcv3_pct","observed",1898
"GH72FL","GHA",2011,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7628
"GH72FL","GHA",2013,"pcv3_pct","observed",7125
"GH72FL","GHA",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",1518
"GH72FL","GHA",2012,"rotavirus_pct","observed",7777
"GH72FL","GHA",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7406
"GH72FL","GHA",2014,"rotavirus_pct","observed",1898
"GH72FL","GHA",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7628
"GH72FL","GHA",2013,"rotavirus_pct","observed",7125
"GH72FL","GHA",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",1518
"GH8CFL","GHA",2020,"hib3_pct","observed",12232
"GH8CFL","GHA",2022,"hib3_pct","observed",3604
"GH8CFL","GHA",2018,"hib3_pct","observed",11873
"GH8CFL","GHA",2019,"hib3_pct","observed",12053
"GH8CFL","GHA",2021,"hib3_pct","observed",12416
"GH8CFL","GHA",2017,"hib3_pct","observed",1553
"GH8CFL","GHA",2020,"pcv3_pct","observed",12232
"GH8CFL","GHA",2022,"pcv3_pct","observed",3604
"GH8CFL","GHA",2018,"pcv3_pct","observed",11873
"GH8CFL","GHA",2019,"pcv3_pct","observed",12053
"GH8CFL","GHA",2021,"pcv3_pct","observed",12416
"GH8CFL","GHA",2017,"pcv3_pct","observed",1553
"GH8CFL","GHA",2020,"rotavirus_pct","observed",12232
"GH8CFL","GHA",2022,"rotavirus_pct","observed",3604
"GH8CFL","GHA",2018,"rotavirus_pct","observed",11873
"GH8CFL","GHA",2019,"rotavirus_pct","observed",12053
"GH8CFL","GHA",2021,"rotavirus_pct","observed",12416
"GH8CFL","GHA",2017,"rotavirus_pct","observed",1553
"GN52FL","GIN",2005,"hib3_pct","not_observed:pre_series_assumed_not_introduced",470
"GN52FL","GIN",2002,"hib3_pct","not_observed:pre_series_assumed_not_introduced",8292
"GN52FL","GIN",2004,"hib3_pct","not_observed:pre_series_assumed_not_introduced",5452
"GN52FL","GIN",2003,"hib3_pct","not_observed:pre_series_assumed_not_introduced",8116
"GN52FL","GIN",2000,"hib3_pct","not_observed:pre_series_assumed_not_introduced",5009
"GN52FL","GIN",2005,"pcv3_pct","not_observed:no_series_assumed_not_introduced",470
"GN52FL","GIN",2002,"pcv3_pct","not_observed:no_series_assumed_not_introduced",8292
"GN52FL","GIN",2004,"pcv3_pct","not_observed:no_series_assumed_not_introduced",5452
"GN52FL","GIN",2003,"pcv3_pct","not_observed:no_series_assumed_not_introduced",8116
"GN52FL","GIN",2000,"pcv3_pct","not_observed:no_series_assumed_not_introduced",5009
"GN52FL","GIN",2005,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",470
"GN52FL","GIN",2002,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",8292
"GN52FL","GIN",2004,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",5452
"GN52FL","GIN",2003,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",8116
"GN52FL","GIN",2000,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",5009
"GN62FL","GIN",2010,"hib3_pct","observed",9116
"GN62FL","GIN",2007,"hib3_pct","not_observed:pre_series_assumed_not_introduced",2462
"GN62FL","GIN",2008,"hib3_pct","not_observed:pre_series_assumed_not_introduced",9127
"GN62FL","GIN",2012,"hib3_pct","observed",1642
"GN62FL","GIN",2011,"hib3_pct","observed",8182
"GN62FL","GIN",2009,"hib3_pct","observed",9391
"GN62FL","GIN",2010,"pcv3_pct","not_observed:no_series_assumed_not_introduced",9116
"GN62FL","GIN",2007,"pcv3_pct","not_observed:no_series_assumed_not_introduced",2462
"GN62FL","GIN",2008,"pcv3_pct","not_observed:no_series_assumed_not_introduced",9127
"GN62FL","GIN",2012,"pcv3_pct","not_observed:no_series_assumed_not_introduced",1642
"GN62FL","GIN",2011,"pcv3_pct","not_observed:no_series_assumed_not_introduced",8182
"GN62FL","GIN",2009,"pcv3_pct","not_observed:no_series_assumed_not_introduced",9391
"GN62FL","GIN",2010,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",9116
"GN62FL","GIN",2007,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",2462
"GN62FL","GIN",2008,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",9127
"GN62FL","GIN",2012,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",1642
"GN62FL","GIN",2011,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",8182
"GN62FL","GIN",2009,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",9391
"GN71FL","GIN",2013,"hib3_pct","observed",5681
"GN71FL","GIN",2014,"hib3_pct","observed",10670
"GN71FL","GIN",2017,"hib3_pct","observed",8574
"GN71FL","GIN",2016,"hib3_pct","observed",10357
"GN71FL","GIN",2018,"hib3_pct","observed",638
"GN71FL","GIN",2015,"hib3_pct","observed",10982
"GN71FL","GIN",2013,"pcv3_pct","not_observed:no_series_assumed_not_introduced",5681
"GN71FL","GIN",2014,"pcv3_pct","not_observed:no_series_assumed_not_introduced",10670
"GN71FL","GIN",2017,"pcv3_pct","not_observed:no_series_assumed_not_introduced",8574
"GN71FL","GIN",2016,"pcv3_pct","not_observed:no_series_assumed_not_introduced",10357
"GN71FL","GIN",2018,"pcv3_pct","not_observed:no_series_assumed_not_introduced",638
"GN71FL","GIN",2015,"pcv3_pct","not_observed:no_series_assumed_not_introduced",10982
"GN71FL","GIN",2013,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",5681
"GN71FL","GIN",2014,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",10670
"GN71FL","GIN",2017,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",8574
"GN71FL","GIN",2016,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",10357
"GN71FL","GIN",2018,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",638
"GN71FL","GIN",2015,"rotavirus_pct","not_observed:no_series_assumed_not_introduced",10982
"GM61FL","GMB",2012,"hib3_pct","observed",6351
"GM61FL","GMB",2009,"hib3_pct","observed",9724
"GM61FL","GMB",2013,"hib3_pct","observed",395
"GM61FL","GMB",2008,"hib3_pct","observed",7698
"GM61FL","GMB",2010,"hib3_pct","observed",10111
"GM61FL","GMB",2011,"hib3_pct","observed",10325
"GM61FL","GMB",2012,"pcv3_pct","observed",6351
"GM61FL","GMB",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",9724
"GM61FL","GMB",2013,"pcv3_pct","observed",395
"GM61FL","GMB",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7698
"GM61FL","GMB",2010,"pcv3_pct","observed",10111
"GM61FL","GMB",2011,"pcv3_pct","observed",10325
"GM61FL","GMB",2012,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",6351
"GM61FL","GMB",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",9724
"GM61FL","GMB",2013,"rotavirus_pct","observed",395
"GM61FL","GMB",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7698
"GM61FL","GMB",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",10111
"GM61FL","GMB",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",10325
"GM81FL","GMB",2016,"hib3_pct","observed",11169
"GM81FL","GMB",2018,"hib3_pct","observed",10869
"GM81FL","GMB",2015,"hib3_pct","observed",10569
"GM81FL","GMB",2017,"hib3_pct","observed",11097
"GM81FL","GMB",2019,"hib3_pct","observed",5032
"GM81FL","GMB",2014,"hib3_pct","observed",250
"GM81FL","GMB",2020,"hib3_pct","observed",139
"GM81FL","GMB",2016,"pcv3_pct","observed",11169
"GM81FL","GMB",2018,"pcv3_pct","observed",10869
"GM81FL","GMB",2015,"pcv3_pct","observed",10569
"GM81FL","GMB",2017,"pcv3_pct","observed",11097
"GM81FL","GMB",2019,"pcv3_pct","observed",5032
"GM81FL","GMB",2014,"pcv3_pct","observed",250
"GM81FL","GMB",2020,"pcv3_pct","observed",139
"GM81FL","GMB",2016,"rotavirus_pct","observed",11169
"GM81FL","GMB",2018,"rotavirus_pct","observed",10869
"GM81FL","GMB",2015,"rotavirus_pct","observed",10569
"GM81FL","GMB",2017,"rotavirus_pct","observed",11097
"GM81FL","GMB",2019,"rotavirus_pct","observed",5032
"GM81FL","GMB",2014,"rotavirus_pct","observed",250
"GM81FL","GMB",2020,"rotavirus_pct","observed",139
"KE42FL","KEN",2002,"hib3_pct","observed",5686
"KE42FL","KEN",2000,"hib3_pct","not_observed:pre_series_assumed_not_introduced",7482
"KE42FL","KEN",2003,"hib3_pct","observed",629
"KE42FL","KEN",2002,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",5686
"KE42FL","KEN",2000,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7482
"KE42FL","KEN",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",629
"KE42FL","KEN",2002,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",5686
"KE42FL","KEN",2000,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7482
"KE42FL","KEN",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",629
"KE52FL","KEN",2007,"hib3_pct","observed",7699
"KE52FL","KEN",2004,"hib3_pct","observed",7418
"KE52FL","KEN",2008,"hib3_pct","observed",2950
"KE52FL","KEN",2005,"hib3_pct","observed",7597
"KE52FL","KEN",2006,"hib3_pct","observed",8022
"KE52FL","KEN",2009,"hib3_pct","observed",29
"KE52FL","KEN",2003,"hib3_pct","observed",360
"KE52FL","KEN",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7699
"KE52FL","KEN",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7418
"KE52FL","KEN",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",2950
"KE52FL","KEN",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7597
"KE52FL","KEN",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",8022
"KE52FL","KEN",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",29
"KE52FL","KEN",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",360
"KE52FL","KEN",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7699
"KE52FL","KEN",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7418
"KE52FL","KEN",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",2950
"KE52FL","KEN",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7597
"KE52FL","KEN",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",8022
"KE52FL","KEN",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",29
"KE52FL","KEN",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",360
"KE72FL","KEN",2011,"hib3_pct","observed",29766
"KE72FL","KEN",2013,"hib3_pct","observed",22702
"KE72FL","KEN",2010,"hib3_pct","observed",29354
"KE72FL","KEN",2012,"hib3_pct","observed",28984
"KE72FL","KEN",2009,"hib3_pct","observed",12700
"KE72FL","KEN",2014,"hib3_pct","observed",3512
"KE72FL","KEN",2011,"pcv3_pct","observed",29766
"KE72FL","KEN",2013,"pcv3_pct","observed",22702
"KE72FL","KEN",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",29354
"KE72FL","KEN",2012,"pcv3_pct","observed",28984
"KE72FL","KEN",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",12700
"KE72FL","KEN",2014,"pcv3_pct","observed",3512
"KE72FL","KEN",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",29766
"KE72FL","KEN",2013,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",22702
"KE72FL","KEN",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",29354
"KE72FL","KEN",2012,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",28984
"KE72FL","KEN",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",12700
"KE72FL","KEN",2014,"rotavirus_pct","observed",3512
"KE8CFL","KEN",2021,"hib3_pct","observed",16986
"KE8CFL","KEN",2019,"hib3_pct","observed",26239
"KE8CFL","KEN",2017,"hib3_pct","observed",18075
"KE8CFL","KEN",2018,"hib3_pct","observed",25859
"KE8CFL","KEN",2020,"hib3_pct","observed",26165
"KE8CFL","KEN",2022,"hib3_pct","observed",1194
"KE8CFL","KEN",2021,"pcv3_pct","observed",16986
"KE8CFL","KEN",2019,"pcv3_pct","observed",26239
"KE8CFL","KEN",2017,"pcv3_pct","observed",18075
"KE8CFL","KEN",2018,"pcv3_pct","observed",25859
"KE8CFL","KEN",2020,"pcv3_pct","observed",26165
"KE8CFL","KEN",2022,"pcv3_pct","observed",1194
"KE8CFL","KEN",2021,"rotavirus_pct","observed",16986
"KE8CFL","KEN",2019,"rotavirus_pct","observed",26239
"KE8CFL","KEN",2017,"rotavirus_pct","observed",18075
"KE8CFL","KEN",2018,"rotavirus_pct","observed",25859
"KE8CFL","KEN",2020,"rotavirus_pct","observed",26165
"KE8CFL","KEN",2022,"rotavirus_pct","observed",1194
"MD42FL","MDG",2000,"hib3_pct","not_observed:pre_series_assumed_not_introduced",7411
"MD42FL","MDG",2003,"hib3_pct","not_observed:pre_series_assumed_not_introduced",3007
"MD42FL","MDG",2002,"hib3_pct","not_observed:pre_series_assumed_not_introduced",6984
"MD42FL","MDG",2004,"hib3_pct","not_observed:pre_series_assumed_not_introduced",61
"MD42FL","MDG",2000,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7411
"MD42FL","MDG",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",3007
"MD42FL","MDG",2002,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",6984
"MD42FL","MDG",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",61
"MD42FL","MDG",2000,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7411
"MD42FL","MDG",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",3007
"MD42FL","MDG",2002,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",6984
