"region","records","retained_records","children","retained_children","deaths","retained_deaths","vaccine_missing_records","baseline","survey","country"
"GIN:GN52FL:nzerekore",5290,0,1649,0,145,0,0,"eligible_MAP","GN52FL","GIN"
"GIN:GN52FL:conakry",3028,0,929,0,40,0,0,"eligible_MAP","GN52FL","GIN"
"GIN:GN52FL:kindia",5230,0,1611,0,140,0,0,"eligible_MAP","GN52FL","GIN"
"GIN:GN62FL:conakry",4336,3393,1274,1212,48,41,943,"previous_primary","GN62FL","GIN"
"GIN:GN62FL:boke",3884,3002,1169,1079,54,45,882,"previous_primary","GN62FL","GIN"
"GIN:GN62FL:labe",4655,3579,1418,1308,83,59,1076,"previous_primary","GN62FL","GIN"
"GIN:GN62FL:faranah",6287,4872,1892,1731,140,110,1415,"previous_primary","GN62FL","GIN"
"GIN:GN62FL:nzerekore",5126,3951,1552,1393,74,56,1175,"previous_primary","GN62FL","GIN"
"GIN:GN62FL:kindia",4716,3612,1436,1307,76,60,1104,"previous_primary","GN62FL","GIN"
"GIN:GN62FL:mamou",4327,3283,1382,1210,66,47,1044,"previous_primary","GN62FL","GIN"
"GIN:GN62FL:kankan",6589,5101,2030,1843,192,150,1488,"previous_primary","GN62FL","GIN"
"GIN:GN62FL:conakry",4336,3393,1274,1212,48,41,943,"eligible_MAP","GN62FL","GIN"
"GIN:GN62FL:boke",3884,3002,1169,1079,54,45,882,"eligible_MAP","GN62FL","GIN"
"GIN:GN62FL:labe",4655,3579,1418,1308,83,59,1076,"eligible_MAP","GN62FL","GIN"
"GIN:GN62FL:faranah",6287,4872,1892,1731,140,110,1415,"eligible_MAP","GN62FL","GIN"
"GIN:GN62FL:nzerekore",5126,3951,1552,1393,74,56,1175,"eligible_MAP","GN62FL","GIN"
"GIN:GN62FL:kindia",4716,3612,1436,1307,76,60,1104,"eligible_MAP","GN62FL","GIN"
"GIN:GN62FL:mamou",4327,3283,1382,1210,66,47,1044,"eligible_MAP","GN62FL","GIN"
"GIN:GN62FL:kankan",6589,5101,2030,1843,192,150,1488,"eligible_MAP","GN62FL","GIN"
"GIN:GN71FL:mamou",4838,4838,1429,1429,58,58,0,"previous_primary","GN71FL","GIN"
"GIN:GN71FL:nzerekore",5846,5846,1722,1722,92,92,0,"previous_primary","GN71FL","GIN"
"GIN:GN71FL:kindia",6405,6405,1886,1886,125,125,0,"previous_primary","GN71FL","GIN"
"GIN:GN71FL:conakry",4190,4190,1216,1216,21,21,0,"previous_primary","GN71FL","GIN"
"GIN:GN71FL:kankan",7216,7216,2116,2116,141,141,0,"previous_primary","GN71FL","GIN"
"GIN:GN71FL:boke",6680,6680,1989,1989,122,122,0,"previous_primary","GN71FL","GIN"
"GIN:GN71FL:faranah",6120,6120,1842,1842,132,132,0,"previous_primary","GN71FL","GIN"
"GIN:GN71FL:labe",5607,5607,1645,1645,78,78,0,"previous_primary","GN71FL","GIN"
"GIN:GN71FL:mamou",4838,4838,1429,1429,58,58,0,"eligible_MAP","GN71FL","GIN"
"GIN:GN71FL:nzerekore",5846,5846,1722,1722,92,92,0,"eligible_MAP","GN71FL","GIN"
"GIN:GN71FL:kindia",6405,6405,1886,1886,125,125,0,"eligible_MAP","GN71FL","GIN"
"GIN:GN71FL:conakry",4190,4190,1216,1216,21,21,0,"eligible_MAP","GN71FL","GIN"
"GIN:GN71FL:kankan",7216,7216,2116,2116,141,141,0,"eligible_MAP","GN71FL","GIN"
"GIN:GN71FL:boke",6680,6680,1989,1989,122,122,0,"eligible_MAP","GN71FL","GIN"
"GIN:GN71FL:faranah",6120,6120,1842,1842,132,132,0,"eligible_MAP","GN71FL","GIN"
"GIN:GN71FL:labe",5607,5607,1645,1645,78,78,0,"eligible_MAP","GN71FL","GIN"
"GMB:GM61FL:basse",6493,5085,1957,1915,76,55,1408,"previous_primary","GM61FL","GMB"
"GMB:GM61FL:kanifing",4837,3744,1423,1404,40,30,1093,"previous_primary","GM61FL","GMB"
"GMB:GM61FL:kuntaur",5523,4302,1677,1622,44,38,1221,"previous_primary","GM61FL","GMB"
"GMB:GM61FL:mansakonko",4721,3667,1445,1421,28,20,1054,"previous_primary","GM61FL","GMB"
"GMB:GM61FL:brikama",7970,6260,2408,2364,66,56,1710,"previous_primary","GM61FL","GMB"
"GMB:GM61FL:janjanbureh",5136,4043,1551,1520,23,20,1093,"previous_primary","GM61FL","GMB"
"GMB:GM61FL:banjul",3245,2542,966,953,27,23,703,"previous_primary","GM61FL","GMB"
"GMB:GM61FL:kerewan",6679,5237,2034,2001,33,27,1442,"previous_primary","GM61FL","GMB"
"GMB:GM61FL:basse",6493,5085,1957,1915,76,55,1408,"eligible_MAP","GM61FL","GMB"
"GMB:GM61FL:kanifing",4837,3744,1423,1404,40,30,1093,"eligible_MAP","GM61FL","GMB"
"GMB:GM61FL:kuntaur",5523,4302,1677,1622,44,38,1221,"eligible_MAP","GM61FL","GMB"
"GMB:GM61FL:mansakonko",4721,3667,1445,1421,28,20,1054,"eligible_MAP","GM61FL","GMB"
"GMB:GM61FL:brikama",7970,6260,2408,2364,66,56,1710,"eligible_MAP","GM61FL","GMB"
"GMB:GM61FL:janjanbureh",5143,4049,1553,1522,23,20,1094,"eligible_MAP","GM61FL","GMB"
"GMB:GM61FL:banjul",3245,2542,966,953,27,23,703,"eligible_MAP","GM61FL","GMB"
"GMB:GM61FL:kerewan",6679,5237,2034,2001,33,27,1442,"eligible_MAP","GM61FL","GMB"
"GMB:GM81FL:banjul",2710,2710,825,825,24,24,0,"previous_primary","GM81FL","GMB"
"GMB:GM81FL:kanifing",4647,4647,1399,1399,44,44,0,"previous_primary","GM81FL","GMB"
"GMB:GM81FL:brikama",8339,8339,2508,2508,55,55,0,"previous_primary","GM81FL","GMB"
"GMB:GM81FL:mansakonko",4548,4548,1387,1387,54,54,0,"previous_primary","GM81FL","GMB"
"GMB:GM81FL:kerewan",6531,6531,1983,1983,73,73,0,"previous_primary","GM81FL","GMB"
"GMB:GM81FL:kuntaur",6898,6898,2097,2097,89,89,0,"previous_primary","GM81FL","GMB"
"GMB:GM81FL:janjanbureh",6018,6018,1838,1838,66,66,0,"previous_primary","GM81FL","GMB"
"GMB:GM81FL:basse",9434,9434,2892,2892,81,81,0,"previous_primary","GM81FL","GMB"
"GMB:GM81FL:banjul",2710,2710,825,825,24,24,0,"eligible_MAP","GM81FL","GMB"
"GMB:GM81FL:kanifing",4647,4647,1399,1399,44,44,0,"eligible_MAP","GM81FL","GMB"
"GMB:GM81FL:brikama",8339,8339,2508,2508,55,55,0,"eligible_MAP","GM81FL","GMB"
"GMB:GM81FL:mansakonko",4548,4548,1387,1387,54,54,0,"eligible_MAP","GM81FL","GMB"
"GMB:GM81FL:kerewan",6531,6531,1983,1983,73,73,0,"eligible_MAP","GM81FL","GMB"
"GMB:GM81FL:kuntaur",6898,6898,2097,2097,89,89,0,"eligible_MAP","GM81FL","GMB"
"GMB:GM81FL:janjanbureh",6018,6018,1838,1838,66,66,0,"eligible_MAP","GM81FL","GMB"
"GMB:GM81FL:basse",9434,9434,2892,2892,81,81,0,"eligible_MAP","GM81FL","GMB"
"KEN:KE42FL:eastern",1618,0,957,0,27,0,0,"previous_primary","KE42FL","KEN"
"KEN:KE42FL:coast",1650,0,956,0,22,0,0,"previous_primary","KE42FL","KEN"
"KEN:KE42FL:riftvalley",2748,0,1601,0,47,0,0,"previous_primary","KE42FL","KEN"
"KEN:KE42FL:western",1801,0,1056,0,41,0,0,"previous_primary","KE42FL","KEN"
"KEN:KE42FL:nairobiarea",1303,0,745,0,23,0,0,"previous_primary","KE42FL","KEN"
"KEN:KE42FL:nyanza",1768,0,1046,0,64,0,0,"previous_primary","KE42FL","KEN"
"KEN:KE42FL:central",1793,0,1027,0,18,0,0,"previous_primary","KE42FL","KEN"
"KEN:KE42FL:northeastern",1116,0,649,0,26,0,0,"previous_primary","KE42FL","KEN"
"KEN:KE42FL:eastern",2493,0,972,0,35,0,872,"eligible_MAP","KE42FL","KEN"
"KEN:KE42FL:coast",2520,0,974,0,40,0,870,"eligible_MAP","KE42FL","KEN"
"KEN:KE42FL:riftvalley",4241,0,1632,0,68,0,1493,"eligible_MAP","KE42FL","KEN"
"KEN:KE42FL:western",2751,0,1083,0,65,0,950,"eligible_MAP","KE42FL","KEN"
"KEN:KE42FL:nairobiarea",2014,0,752,0,29,0,711,"eligible_MAP","KE42FL","KEN"
"KEN:KE42FL:nyanza",2716,0,1065,0,95,0,948,"eligible_MAP","KE42FL","KEN"
"KEN:KE42FL:central",2739,0,1035,0,26,0,946,"eligible_MAP","KE42FL","KEN"
"KEN:KE42FL:northeastern",1730,0,656,0,35,0,614,"eligible_MAP","KE42FL","KEN"
"KEN:KE52FL:nyanza",5869,5869,1758,1758,115,115,0,"previous_primary","KE52FL","KEN"
"KEN:KE52FL:eastern",4416,4416,1329,1329,24,24,0,"previous_primary","KE52FL","KEN"
"KEN:KE52FL:northeastern",3285,3285,1002,1002,39,39,0,"previous_primary","KE52FL","KEN"
"KEN:KE52FL:central",2903,2903,886,886,36,36,0,"previous_primary","KE52FL","KEN"
"KEN:KE52FL:nairobiarea",2213,2213,661,661,18,18,0,"previous_primary","KE52FL","KEN"
"KEN:KE52FL:riftvalley",6141,6141,1827,1827,47,47,0,"previous_primary","KE52FL","KEN"
"KEN:KE52FL:western",4410,4410,1325,1325,59,59,0,"previous_primary","KE52FL","KEN"
"KEN:KE52FL:coast",4838,4838,1491,1491,55,55,0,"previous_primary","KE52FL","KEN"
"KEN:KE52FL:nyanza",5869,5869,1758,1758,115,115,0,"eligible_MAP","KE52FL","KEN"
"KEN:KE52FL:eastern",4416,4416,1329,1329,24,24,0,"eligible_MAP","KE52FL","KEN"
"KEN:KE52FL:northeastern",3285,3285,1002,1002,39,39,0,"eligible_MAP","KE52FL","KEN"
"KEN:KE52FL:central",2903,2903,886,886,36,36,0,"eligible_MAP","KE52FL","KEN"
"KEN:KE52FL:nairobiarea",2213,2213,661,661,18,18,0,"eligible_MAP","KE52FL","KEN"
"KEN:KE52FL:riftvalley",6141,6141,1827,1827,47,47,0,"eligible_MAP","KE52FL","KEN"
"KEN:KE52FL:western",4410,4410,1325,1325,59,59,0,"eligible_MAP","KE52FL","KEN"
"KEN:KE52FL:coast",4838,4838,1491,1491,55,55,0,"eligible_MAP","KE52FL","KEN"
"KEN:KE72FL:nairobi",2932,2932,854,854,34,34,0,"previous_primary","KE72FL","KEN"
"KEN:KE72FL:central",8579,8579,2539,2539,65,65,0,"previous_primary","KE72FL","KEN"
"KEN:KE72FL:coast",15870,15870,4785,4785,138,138,0,"previous_primary","KE72FL","KEN"
"KEN:KE72FL:eastern",18951,18951,5712,5712,113,113,0,"previous_primary","KE72FL","KEN"
"KEN:KE72FL:northeastern",9842,9842,3037,3037,64,64,0,"previous_primary","KE72FL","KEN"
"KEN:KE72FL:nyanza",18256,18256,5434,5434,188,188,0,"previous_primary","KE72FL","KEN"
"KEN:KE72FL:riftvalley",40589,40589,12091,12091,237,237,0,"previous_primary","KE72FL","KEN"
"KEN:KE72FL:western",11999,11999,3530,3530,104,104,0,"previous_primary","KE72FL","KEN"
"KEN:KE72FL:nairobi",2932,2932,854,854,34,34,0,"eligible_MAP","KE72FL","KEN"
"KEN:KE72FL:central",8579,8579,2539,2539,65,65,0,"eligible_MAP","KE72FL","KEN"
"KEN:KE72FL:coast",15870,15870,4785,4785,138,138,0,"eligible_MAP","KE72FL","KEN"
"KEN:KE72FL:eastern",18951,18951,5712,5712,113,113,0,"eligible_MAP","KE72FL","KEN"
"KEN:KE72FL:northeastern",9842,9842,3037,3037,64,64,0,"eligible_MAP","KE72FL","KEN"
"KEN:KE72FL:nyanza",18256,18256,5434,5434,188,188,0,"eligible_MAP","KE72FL","KEN"
"KEN:KE72FL:riftvalley",40589,40589,12091,12091,237,237,0,"eligible_MAP","KE72FL","KEN"
"KEN:KE72FL:western",11999,11999,3530,3530,104,104,0,"eligible_MAP","KE72FL","KEN"
"KEN:KE8CFL:mombasa",2108,2108,622,622,23,23,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:kwale",2514,2514,742,742,11,11,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:kilifi",2371,2371,702,702,12,12,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:tanariver",3665,3665,1069,1069,21,21,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:lamu",2388,2388,733,733,24,24,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:taitataveta",1523,1523,443,443,8,8,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:garissa",3533,3533,1050,1050,26,26,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:wajir",4311,4311,1250,1250,32,32,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:mandera",5403,5403,1537,1537,14,14,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:marsabit",3082,3082,906,906,9,9,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:isiolo",2966,2966,873,873,18,18,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:meru",1668,1668,506,506,7,7,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:tharakanithi",1439,1439,429,429,4,4,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:embu",1569,1569,454,454,12,12,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:kitui",1911,1911,563,563,7,7,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:machakos",1662,1662,500,500,13,13,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:makueni",1754,1754,510,510,10,10,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:nyandarua",1714,1714,487,487,10,10,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:nyeri",1346,1346,384,384,10,10,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:kirinyaga",1529,1529,445,445,12,12,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:muranga",1528,1528,453,453,8,8,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:kiambu",2025,2025,591,591,14,14,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:turkana",3571,3571,1048,1048,36,36,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:westpokot",4436,4436,1318,1318,29,29,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:samburu",3308,3308,981,981,21,21,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:transnzoia",2286,2286,682,682,15,15,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:uasingishu",2206,2206,657,657,13,13,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:elgeyomarakwet",2368,2368,705,705,10,10,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:nandi",2083,2083,601,601,13,13,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:baringo",2676,2676,803,803,21,21,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:laikipia",1722,1722,498,498,15,15,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:nakuru",2398,2398,716,716,19,19,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:narok",3156,3156,949,949,13,13,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:kajiado",2591,2591,755,755,14,14,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:kericho",2359,2359,702,702,12,12,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:bomet",2356,2356,700,700,14,14,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:kakamega",2256,2256,683,683,17,17,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:vihiga",1826,1826,549,549,15,15,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:bungoma",2586,2586,778,778,24,24,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:busia",2416,2416,744,744,28,28,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:siaya",2198,2198,661,661,18,18,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:kisumu",2390,2390,723,723,20,20,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:homabay",2358,2358,718,718,19,19,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:migori",2926,2926,879,879,30,30,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:kisii",1869,1869,565,565,13,13,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:nyamira",1526,1526,463,463,10,10,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:nairobi",2642,2642,749,749,16,16,0,"previous_primary","KE8CFL","KEN"
"KEN:KE8CFL:mombasa",2108,2108,622,622,23,23,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:kwale",2514,2514,742,742,11,11,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:kilifi",2371,2371,702,702,12,12,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:tanariver",3665,3665,1069,1069,21,21,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:lamu",2388,2388,733,733,24,24,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:taitataveta",1523,1523,443,443,8,8,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:garissa",3533,3533,1050,1050,26,26,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:wajir",4311,4311,1250,1250,32,32,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:mandera",5403,5403,1537,1537,14,14,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:marsabit",3082,3082,906,906,9,9,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:isiolo",2966,2966,873,873,18,18,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:meru",1668,1668,506,506,7,7,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:tharakanithi",1439,1439,429,429,4,4,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:embu",1569,1569,454,454,12,12,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:kitui",1911,1911,563,563,7,7,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:machakos",1662,1662,500,500,13,13,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:makueni",1754,1754,510,510,10,10,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:nyandarua",1714,1714,487,487,10,10,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:nyeri",1346,1346,384,384,10,10,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:kirinyaga",1529,1529,445,445,12,12,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:muranga",1528,1528,453,453,8,8,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:kiambu",2025,2025,591,591,14,14,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:turkana",3571,3571,1048,1048,36,36,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:westpokot",4436,4436,1318,1318,29,29,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:samburu",3308,3308,981,981,21,21,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:transnzoia",2286,2286,682,682,15,15,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:uasingishu",2206,2206,657,657,13,13,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:elgeyomarakwet",2368,2368,705,705,10,10,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:nandi",2083,2083,601,601,13,13,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:baringo",2676,2676,803,803,21,21,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:laikipia",1722,1722,498,498,15,15,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:nakuru",2398,2398,716,716,19,19,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:narok",3156,3156,949,949,13,13,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:kajiado",2591,2591,755,755,14,14,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:kericho",2359,2359,702,702,12,12,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:bomet",2356,2356,700,700,14,14,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:kakamega",2256,2256,683,683,17,17,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:vihiga",1826,1826,549,549,15,15,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:bungoma",2586,2586,778,778,24,24,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:busia",2416,2416,744,744,28,28,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:siaya",2198,2198,661,661,18,18,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:kisumu",2390,2390,723,723,20,20,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:homabay",2358,2358,718,718,19,19,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:migori",2926,2926,879,879,30,30,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:kisii",1869,1869,565,565,13,13,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:nyamira",1526,1526,463,463,10,10,0,"eligible_MAP","KE8CFL","KEN"
"KEN:KE8CFL:nairobi",2642,2642,749,749,16,16,0,"eligible_MAP","KE8CFL","KEN"
"LBR:LB51FL:southeasterna",4517,0,1363,0,81,0,0,"eligible_MAP","LB51FL","LBR"
"LBR:LB51FL:southcentral",5039,0,1507,0,104,0,0,"eligible_MAP","LB51FL","LBR"
"LBR:LB51FL:northwestern",4010,0,1223,0,71,0,0,"eligible_MAP","LB51FL","LBR"
"LBR:LB51FL:monrovia",5330,0,1668,0,82,0,0,"eligible_MAP","LB51FL","LBR"
"LBR:LB51FL:southeasternb",6255,0,1869,0,100,0,0,"eligible_MAP","LB51FL","LBR"
"LBR:LB51FL:northcentral",6541,0,1993,0,113,0,0,"eligible_MAP","LB51FL","LBR"
"LBR:LB5AFL:northwestern",3087,0,918,0,70,0,0,"eligible_MAP","LB5AFL","LBR"
"LBR:LB5AFL:northcentral",4881,0,1448,0,90,0,0,"eligible_MAP","LB5AFL","LBR"
"LBR:LB5AFL:southcentral",3473,0,1019,0,63,0,0,"eligible_MAP","LB5AFL","LBR"
"LBR:LB5AFL:southeasterna",4899,0,1438,0,98,0,0,"eligible_MAP","LB5AFL","LBR"
"LBR:LB5AFL:southeasternb",3753,0,1125,0,65,0,0,"eligible_MAP","LB5AFL","LBR"
"LBR:LB5AFL:monrovia",2728,0,807,0,42,0,0,"eligible_MAP","LB5AFL","LBR"
"LBR:LB6AFL:southeasterna",7828,0,2368,0,113,0,0,"eligible_MAP","LB6AFL","LBR"
"LBR:LB6AFL:northwestern",7772,0,2384,0,141,0,0,"eligible_MAP","LB6AFL","LBR"
"LBR:LB6AFL:northcentral",10595,0,3232,0,121,0,0,"eligible_MAP","LB6AFL","LBR"
"LBR:LB6AFL:southcentral",9964,0,3062,0,129,0,0,"eligible_MAP","LB6AFL","LBR"
"LBR:LB6AFL:southeasternb",7925,0,2385,0,145,0,0,"eligible_MAP","LB6AFL","LBR"
"LBR:LB7AFL:northwestern",5041,0,1537,0,96,0,0,"eligible_MAP","LB7AFL","LBR"
"LBR:LB7AFL:southeasterna",4962,0,1539,0,83,0,0,"eligible_MAP","LB7AFL","LBR"
"LBR:LB7AFL:southcentral",8263,0,2493,0,146,0,0,"eligible_MAP","LB7AFL","LBR"
"LBR:LB7AFL:southeasternb",5856,0,1793,0,80,0,0,"eligible_MAP","LB7AFL","LBR"
"LBR:LB7AFL:northcentral",8765,0,2625,0,100,0,0,"eligible_MAP","LB7AFL","LBR"
"MDG:MD42FL:antananarivo",5536,0,2598,0,50,0,0,"previous_primary","MD42FL","MDG"
"MDG:MD42FL:fianarantsoa",3138,0,1498,0,25,0,0,"previous_primary","MD42FL","MDG"
"MDG:MD42FL:toamasina",2595,0,1268,0,36,0,0,"previous_primary","MD42FL","MDG"
"MDG:MD42FL:mahajanga",2126,0,1052,0,30,0,0,"previous_primary","MD42FL","MDG"
"MDG:MD42FL:toliara",2545,0,1216,0,41,0,0,"previous_primary","MD42FL","MDG"
"MDG:MD42FL:antsiranana",1523,0,755,0,26,0,0,"previous_primary","MD42FL","MDG"
"MDG:MD42FL:antananarivo",7702,0,2610,0,66,0,0,"eligible_MAP","MD42FL","MDG"
"MDG:MD42FL:fianarantsoa",4358,0,1504,0,34,0,0,"eligible_MAP","MD42FL","MDG"
"MDG:MD42FL:toamasina",3692,0,1277,0,55,0,0,"eligible_MAP","MD42FL","MDG"
"MDG:MD42FL:mahajanga",2996,0,1062,0,49,0,0,"eligible_MAP","MD42FL","MDG"
"MDG:MD42FL:toliara",3567,0,1229,0,61,0,0,"eligible_MAP","MD42FL","MDG"
"MDG:MD42FL:antsiranana",2179,0,758,0,31,0,0,"eligible_MAP","MD42FL","MDG"
"MDG:MD51FL:analamanga",6759,6759,2005,2005,48,48,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:vakinankaratra",3375,3375,1010,1010,32,32,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:itasy",3710,3710,1115,1115,43,43,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:bongolava",3335,3335,1031,1031,26,26,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:hautematsiatra",4026,4026,1236,1236,54,54,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:amoronimania",3768,3768,1130,1130,39,39,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:vatovavyfitovinany",3460,3460,1052,1052,79,79,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:ihorombe",3603,3603,1091,1091,46,46,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:atsimoatsinanana",3839,3839,1184,1184,56,56,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:atsinanana",2633,2633,786,786,17,17,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:analanjirofo",2448,2448,750,750,17,17,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:alaotramangoro",2940,2940,895,895,31,31,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:boeny",2698,2698,823,823,33,33,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:sofia",3264,3264,1007,1007,22,22,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:betsiboka",3316,3316,1003,1003,43,43,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:melaky",2488,2488,759,759,18,18,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:atsimoandrefana",3369,3369,1020,1020,30,30,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:androy",3643,3643,1096,1096,38,38,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:anosy",3339,3339,1026,1026,47,47,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:menabe",2596,2596,805,805,20,20,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:diana",2059,2059,678,678,14,14,0,"previous_primary","MD51FL","MDG"
"MDG:MD51FL:sava",2437,2437,747,747,24,24,0,"previous_primary","MD51FL","MDG"
