"source_label","source_key","regkey","match_method","survey"
"Geita","geita",,"unmatched","TZ82FL"
"Eastern","eastern","eastern","exact","TZ82FL"
"Dar es Salaam","daressalaam",,"unmatched","TZ82FL"
"Pwani","pwani",,"unmatched","TZ82FL"
"Morogoro","morogoro",,"unmatched","TZ82FL"
"Southern","southern","southern","exact","TZ82FL"
"Lindi","lindi",,"unmatched","TZ82FL"
"Mtwara","mtwara",,"unmatched","TZ82FL"
"South West Highlands","southwesthighlands","southwesthighlands","exact","TZ82FL"
"Mbeya","mbeya",,"unmatched","TZ82FL"
"Songwe","songwe",,"unmatched","TZ82FL"
"Rukwa","rukwa",,"unmatched","TZ82FL"
"Katavi","katavi",,"unmatched","TZ82FL"
"Zanzibar","zanzibar","zanzibar","exact","TZ82FL"
"Kaskazini Unguja","kaskaziniunguja",,"unmatched","TZ82FL"
"Kusini Unguja","kusiniunguja",,"unmatched","TZ82FL"
"Mjini Magharibi","mjinimagharibi",,"unmatched","TZ82FL"
"Kaskazini Pemba","kaskazinipemba",,"unmatched","TZ82FL"
"Kusini Pemba","kusinipemba",,"unmatched","TZ82FL"
"Central","central","central","exact","UG41FL"
"Eastern","eastern","eastern","exact","UG41FL"
"Northern","northern","northern","exact","UG41FL"
"Western","western","western","exact","UG41FL"
"South Buganda","southbuganda","central1","curated_published_alias","UG52FL"
"North Buganda","northbuganda","central2","curated_published_alias","UG52FL"
"Kampala","kampala","kampala","exact","UG52FL"
"East Central","eastcentral","eastcentral","exact","UG52FL"
"Eastern","eastern","eastern","exact","UG52FL"
"West Nile","westnile","westnile","exact","UG52FL"
"Northern","northern",,"unmatched","UG52FL"
"Western","western","western","exact","UG52FL"
"South West","southwest","southwest","exact","UG52FL"
"South Buganda","southbuganda","central1","curated_published_alias","UG61FL"
"North Buganda","northbuganda","central2","curated_published_alias","UG61FL"
"Kampala","kampala","kampala","exact","UG61FL"
"East Central","eastcentral","eastcentral","exact","UG61FL"
"Eastern","eastern","eastern","exact","UG61FL"
"West Nile","westnile","westnile","exact","UG61FL"
"North","north","north","exact","UG61FL"
"Karamoja","karamoja","karamoja","exact","UG61FL"
"Western","western","western","exact","UG61FL"
"South West","southwest","southwest","exact","UG61FL"
"South Buganda","southbuganda","central1","curated_published_alias","UG7BFL"
"North Buganda","northbuganda","central2","curated_published_alias","UG7BFL"
"Kampala","kampala","kampala","exact","UG7BFL"
"East Central","eastcentral",,"unmatched","UG7BFL"
"Busoga","busoga","busoga","exact","UG7BFL"
"Eastern","eastern",,"unmatched","UG7BFL"
"Bukedi","bukedi","bukedi","exact","UG7BFL"
"Bugisu/Elgon","bugisuelgon","bugishu","curated_published_alias","UG7BFL"
"Teso","teso","teso","exact","UG7BFL"
"West Nile","westnile","westnile","exact","UG7BFL"
"Northern","northern",,"unmatched","UG7BFL"
"Lango","lango","lango","exact","UG7BFL"
"Acholi","acholi","acholi","exact","UG7BFL"
"Karamoja","karamoja","karamoja","exact","UG7BFL"
"Western","western",,"unmatched","UG7BFL"
"Bunyoro","bunyoro","bunyoro","exact","UG7BFL"
"Tooro","tooro","tooro","exact","UG7BFL"
"South West","southwest",,"unmatched","UG7BFL"
"Ankole","ankole","ankole","exact","UG7BFL"
"Kigezi","kigezi","kigezi","exact","UG7BFL"
"Islands","islands",,"unmatched","UG7BFL"
"Mountains","mountains",,"unmatched","UG7BFL"
"Greater Kampala","greaterkampala",,"unmatched","UG7BFL"
"Western Cape","westerncape",,"unmatched","ZA71FL"
"Eastern Cape","easterncape",,"unmatched","ZA71FL"
"Northern Cape","northerncape",,"unmatched","ZA71FL"
"Free State","freestate","freestate","exact","ZA71FL"
"KwaZulu Natal","kwazulunatal","kwazulunatal","exact","ZA71FL"
"North West","northwest","northwest","exact","ZA71FL"
"Gauteng","gauteng","gauteng","exact","ZA71FL"
"Mpumalanga","mpumalanga","mpumalanga","exact","ZA71FL"
"Northern Province","northernprovince","limpopo","curated_published_alias","ZA71FL"
"Central","central","central","exact","ZM42FL"
"Copperbelt","copperbelt","copperbelt","exact","ZM42FL"
"Eastern","eastern","eastern","exact","ZM42FL"
"Luapula","luapula","luapula","exact","ZM42FL"
"Lusaka","lusaka","lusaka","exact","ZM42FL"
"Northern","northern","northern","exact","ZM42FL"
"North-Western","northwestern","northwestern","exact","ZM42FL"
"Southern","southern","southern","exact","ZM42FL"
"Western","western","western","exact","ZM42FL"
"Central","central","central","exact","ZM51FL"
"Copperbelt","copperbelt","copperbelt","exact","ZM51FL"
"Eastern","eastern","eastern","exact","ZM51FL"
"Luapula","luapula","luapula","exact","ZM51FL"
"Lusaka","lusaka","lusaka","exact","ZM51FL"
"Northern","northern","northern","exact","ZM51FL"
"North-Western","northwestern","northwestern","exact","ZM51FL"
"Southern","southern","southern","exact","ZM51FL"
"Western","western","western","exact","ZM51FL"
"Central","central","central","exact","ZM61FL"
"Copperbelt","copperbelt","copperbelt","exact","ZM61FL"
"Eastern","eastern","eastern","exact","ZM61FL"
"Luapula","luapula","luapula","exact","ZM61FL"
"Lusaka","lusaka","lusaka","exact","ZM61FL"
"Muchinga","muchinga","muchinga","exact","ZM61FL"
"Northern","northern","northern","exact","ZM61FL"
"North-Western","northwestern","northwestern","exact","ZM61FL"
"Southern","southern","southern","exact","ZM61FL"
"Western","western","western","exact","ZM61FL"
"Central","central","central","exact","ZM71FL"
"Copperbelt","copperbelt","copperbelt","exact","ZM71FL"
"Eastern","eastern","eastern","exact","ZM71FL"
"Luapula","luapula","luapula","exact","ZM71FL"
"Lusaka","lusaka","lusaka","exact","ZM71FL"
"Muchinga","muchinga","muchinga","exact","ZM71FL"
"Northern","northern","northern","exact","ZM71FL"
"North-Western","northwestern","northwestern","exact","ZM71FL"
"Southern","southern","southern","exact","ZM71FL"
"Western","western","western","exact","ZM71FL"
"Central","central","central","exact","ZM81FL"
"Copperbelt","copperbelt","copperbelt","exact","ZM81FL"
"Eastern","eastern","eastern","exact","ZM81FL"
"Luapula","luapula","luapula","exact","ZM81FL"
"Lusaka","lusaka","lusaka","exact","ZM81FL"
"Muchinga","muchinga","muchinga","exact","ZM81FL"
"Northern","northern","northern","exact","ZM81FL"
"North-Western","northwestern","northwestern","exact","ZM81FL"
"Southern","southern","southern","exact","ZM81FL"
"Western","western","western","exact","ZM81FL"
"Manicaland","manicaland","manicaland","exact","ZW52FL"
"Mashonaland Central","mashonalandcentral","mashonalandcentral","exact","ZW52FL"
"Mashonaland East","mashonalandeast","mashonalandeast","exact","ZW52FL"
"Mashonaland West","mashonalandwest","mashonalandwest","exact","ZW52FL"
"Matabeleland North","matabelelandnorth","matabelelandnorth","exact","ZW52FL"
"Matabeleland South","matabelelandsouth","matabelelandsouth","exact","ZW52FL"
"Midlands","midlands","midlands","exact","ZW52FL"
"Masvingo","masvingo","masvingo","exact","ZW52FL"
"Harare Chitungwiza","hararechitungwiza",,"unmatched","ZW52FL"
"Bulawayo","bulawayo","bulawayo","exact","ZW52FL"
"Manicaland","manicaland","manicaland","exact","ZW62FL"
"Mashonaland Central","mashonalandcentral","mashonalandcentral","exact","ZW62FL"
"Mashonaland East","mashonalandeast","mashonalandeast","exact","ZW62FL"
"Mashonaland West","mashonalandwest","mashonalandwest","exact","ZW62FL"
"Matabeleland North","matabelelandnorth","matabelelandnorth","exact","ZW62FL"
"Matabeleland South","matabelelandsouth","matabelelandsouth","exact","ZW62FL"
"Midlands","midlands","midlands","exact","ZW62FL"
"Masvingo","masvingo","masvingo","exact","ZW62FL"
"Harare Chitungwiza","hararechitungwiza",,"unmatched","ZW62FL"
"Bulawayo","bulawayo","bulawayo","exact","ZW62FL"
"Manicaland","manicaland","manicaland","exact","ZW72FL"
"Mashonaland Central","mashonalandcentral","mashonalandcentral","exact","ZW72FL"
"Mashonaland East","mashonalandeast","mashonalandeast","exact","ZW72FL"
"Mashonaland West","mashonalandwest","mashonalandwest","exact","ZW72FL"
"Matabeleland North","matabelelandnorth","matabelelandnorth","exact","ZW72FL"
"Matabeleland South","matabelelandsouth","matabelelandsouth","exact","ZW72FL"
"Midlands","midlands","midlands","exact","ZW72FL"
"Masvingo","masvingo","masvingo","exact","ZW72FL"
"Harare Chitungwiza","hararechitungwiza","hararechitungwiza","exact","ZW72FL"
"Bulawayo","bulawayo","bulawayo","exact","ZW72FL"
