"survey","regkey","variable","value","eligible_n","observed_n","missing_n","weighted_n","population","source","small_denominator","low_precision"
"ET41FL","gambela","wasting_pct",20.7,,497,,23,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET41FL","harari","wasting_pct",7.3,,491,,21,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET41FL","addisababa","wasting_pct",5.2,,466,,166,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET41FL","diredawa","wasting_pct",12.1,,499,,36,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET51FL","tigray","stunting_pct",46.1,,440,,315,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET51FL","affar","stunting_pct",42.2,,241,,44,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET51FL","amhara","stunting_pct",64,,544,,985,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET51FL","oromiya","stunting_pct",43.9,,826,,1855,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET51FL","somali","stunting_pct",49.4,,250,,173,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET51FL","benishangulgumuz","stunting_pct",43.8,,309,,45,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET51FL","snnp","stunting_pct",55.1,,722,,1047,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET51FL","gambela","stunting_pct",38.2,,190,,11,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET51FL","harari","stunting_pct",43.8,,230,,10,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET51FL","addisababa","stunting_pct",24.3,,170,,67,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET51FL","diredawa","stunting_pct",34.6,,183,,16,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET51FL","tigray","wasting_pct",13.1,,440,,315,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET51FL","affar","wasting_pct",14,,241,,44,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET51FL","amhara","wasting_pct",17.7,,544,,985,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET51FL","oromiya","wasting_pct",10.3,,826,,1855,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET51FL","somali","wasting_pct",24.2,,250,,173,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET51FL","benishangulgumuz","wasting_pct",19.6,,309,,45,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET51FL","snnp","wasting_pct",8.2,,722,,1047,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET51FL","gambela","wasting_pct",11.1,,190,,11,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET51FL","harari","wasting_pct",10.9,,230,,10,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET51FL","addisababa","wasting_pct",3.3,,170,,67,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET51FL","diredawa","wasting_pct",16.4,,183,,16,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET61FL","tigray","stunting_pct",51.4,,1140,,733,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET61FL","affar","stunting_pct",50.2,,962,,105,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET61FL","amhara","stunting_pct",52,,1120,,2325,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET61FL","oromiya","stunting_pct",41.4,,1619,,4723,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET61FL","somali","stunting_pct",33,,798,,278,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET61FL","benishangulgumuz","stunting_pct",48.6,,893,,123,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET61FL","snnp","stunting_pct",44.1,,1477,,2311,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET61FL","gambela","stunting_pct",27.3,,735,,33,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET61FL","harari","stunting_pct",29.8,,537,,23,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET61FL","addisababa","stunting_pct",22,,357,,194,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET61FL","diredawa","stunting_pct",36.3,,644,,35,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET61FL","tigray","wasting_pct",10.3,,1140,,733,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET61FL","affar","wasting_pct",19.5,,962,,105,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET61FL","amhara","wasting_pct",9.9,,1120,,2325,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET61FL","oromiya","wasting_pct",9.7,,1619,,4723,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET61FL","somali","wasting_pct",22.2,,798,,278,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET61FL","benishangulgumuz","wasting_pct",9.9,,893,,123,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET61FL","snnp","wasting_pct",7.6,,1477,,2311,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET61FL","gambela","wasting_pct",12.5,,735,,33,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET61FL","harari","wasting_pct",9.1,,537,,23,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET61FL","addisababa","wasting_pct",4.6,,357,,194,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET61FL","diredawa","wasting_pct",12.3,,644,,35,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET71FL","tigray","stunting_pct",39.3,,980,,691,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET71FL","affar","stunting_pct",41.1,,878,,98,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET71FL","amhara","stunting_pct",46.3,,954,,2087,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET71FL","oromiya","stunting_pct",36.5,,1463,,4491,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET71FL","somali","stunting_pct",27.4,,1247,,417,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET71FL","benishangulgumuz","stunting_pct",42.7,,759,,106,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET71FL","snnp","stunting_pct",38.6,,1208,,2188,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET71FL","gambela","stunting_pct",23.5,,611,,23,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET71FL","harari","stunting_pct",32,,484,,20,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET71FL","addisababa","stunting_pct",14.6,,423,,216,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET71FL","diredawa","stunting_pct",40.2,,464,,40,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET71FL","tigray","wasting_pct",11.1,,978,,690,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET71FL","affar","wasting_pct",17.7,,916,,101,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET71FL","amhara","wasting_pct",9.8,,950,,2079,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET71FL","oromiya","wasting_pct",10.6,,1466,,4510,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET71FL","somali","wasting_pct",22.7,,1289,,431,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET71FL","benishangulgumuz","wasting_pct",11.5,,765,,106,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET71FL","snnp","wasting_pct",6,,1213,,2195,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET71FL","gambela","wasting_pct",14.1,,637,,23,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET71FL","harari","wasting_pct",10.7,,487,,20,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET71FL","addisababa","wasting_pct",3.5,,424,,216,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET71FL","diredawa","wasting_pct",9.7,,471,,41,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET81FL","tigray","stunting_pct",48.4,,450,,361,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET81FL","afar","stunting_pct",42.2,,588,,77,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET81FL","amhara","stunting_pct",41.5,,494,,1001,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET81FL","oromia","stunting_pct",35.3,,698,,2134,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET81FL","somali","stunting_pct",30.6,,566,,359,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET81FL","benishangulgumuz","stunting_pct",40.7,,478,,62,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET81FL","snnpr","stunting_pct",36.4,,645,,1078,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET81FL","gambela","stunting_pct",17.3,,412,,21,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET81FL","harari","stunting_pct",36.4,,416,,15,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET81FL","addisababa","stunting_pct",15,,271,,144,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET81FL","diredawa","stunting_pct",25.4,,362,,26,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET81FL","tigray","wasting_pct",9.1,,452,,363,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET81FL","afar","wasting_pct",13.5,,613,,79,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET81FL","amhara","wasting_pct",7.6,,500,,1012,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET81FL","oromia","wasting_pct",4.3,,715,,2186,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET81FL","somali","wasting_pct",21.4,,605,,380,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET81FL","benishangulgumuz","wasting_pct",6.4,,490,,63,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET81FL","snnpr","wasting_pct",6.3,,679,,1116,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET81FL","gambela","wasting_pct",13.1,,420,,22,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET81FL","harari","wasting_pct",4.1,,433,,16,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET81FL","addisababa","wasting_pct",2.2,,272,,145,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET81FL","diredawa","wasting_pct",5.9,,377,,27,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET8AFL","tigray","stunting_pct",41.6,,501,,353,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET8AFL","afar","stunting_pct",46,,591,,81,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET8AFL","amhara","stunting_pct",43.1,,506,,1576,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET8AFL","oromia","stunting_pct",41.3,,663,,2448,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET8AFL","somali","stunting_pct",34.6,,723,,298,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET8AFL","benishangulgumuz","stunting_pct",51.6,,369,,64,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET8AFL","sidama","stunting_pct",30.8,,397,,211,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET8AFL","centralethiopia","stunting_pct",35,,445,,268,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET8AFL","southwestethiopia","stunting_pct",41.8,,404,,172,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET8AFL","southethiopia","stunting_pct",41.6,,554,,503,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET8AFL","gambella","stunting_pct",16.5,,353,,26,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET8AFL","harari","stunting_pct",34.8,,295,,17,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET8AFL","addisababa","stunting_pct",14.7,,252,,218,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET8AFL","diredawa","stunting_pct",33.3,,280,,26,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ET8AFL","tigray","wasting_pct",5.2,,502,,354,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET8AFL","afar","wasting_pct",10.5,,605,,82,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET8AFL","amhara","wasting_pct",4.5,,503,,1571,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET8AFL","oromia","wasting_pct",3.9,,666,,2459,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET8AFL","somali","wasting_pct",13.7,,728,,300,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET8AFL","benishangulgumuz","wasting_pct",4.2,,376,,66,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET8AFL","sidama","wasting_pct",4.3,,400,,212,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET8AFL","centralethiopia","wasting_pct",3.3,,447,,270,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET8AFL","southwestethiopia","wasting_pct",3.2,,407,,174,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET8AFL","southethiopia","wasting_pct",4.9,,561,,508,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET8AFL","gambella","wasting_pct",12.9,,351,,26,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET8AFL","harari","wasting_pct",2.6,,298,,18,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET8AFL","addisababa","wasting_pct",2.4,,251,,217,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ET8AFL","diredawa","wasting_pct",6.8,,281,,27,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA41FL","librevilleportgentil","stunting_pct",16.1,,745,,1342,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA41FL","north","stunting_pct",38.2,,608,,422,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA41FL","east","stunting_pct",33.9,,848,,534,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA41FL","west","stunting_pct",22,,570,,393,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA41FL","south","stunting_pct",33.9,,672,,338,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA41FL","librevilleportgentil","wasting_pct",4.2,,745,,1342,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA41FL","north","wasting_pct",2.3,,608,,422,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA41FL","east","wasting_pct",4.6,,848,,534,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA41FL","west","wasting_pct",3.9,,570,,393,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA41FL","south","wasting_pct",4.6,,672,,338,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA61FL","libervilleportgentil","stunting_pct",10.6,,530,,1976,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA61FL","ogooueivindo","stunting_pct",34.5,,611,,170,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA61FL","woleuntem","stunting_pct",18.3,,307,,214,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA61FL","ogoouelolo","stunting_pct",27,,351,,128,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA61FL","hautogooue","stunting_pct",21.9,,483,,444,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA61FL","moyenogooue","stunting_pct",25.8,,332,,130,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA61FL","ngounie","stunting_pct",27.2,,463,,268,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA61FL","nyanga","stunting_pct",22.2,,364,,107,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA61FL","libervilleportgentil","wasting_pct",2.9,,530,,1976,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA61FL","ogooueivindo","wasting_pct",4.2,,611,,170,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA61FL","woleuntem","wasting_pct",1.5,,307,,214,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA61FL","ogoouelolo","wasting_pct",5,,351,,128,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA61FL","hautogooue","wasting_pct",4.3,,483,,444,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA61FL","moyenogooue","wasting_pct",4.1,,332,,130,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA61FL","ngounie","wasting_pct",3.5,,463,,268,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA61FL","nyanga","wasting_pct",4.9,,364,,107,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA71FL","liberville","stunting_pct",9.4,,612,,2620,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA71FL","portgentil","stunting_pct",11.4,,591,,754,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA71FL","ogooueivindo","stunting_pct",38.1,,763,,207,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA71FL","woleuntem","stunting_pct",14.4,,728,,527,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA71FL","ogoouelolo","stunting_pct",27.2,,726,,192,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA71FL","hautogooue","stunting_pct",23.5,,606,,610,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA71FL","estuaire","stunting_pct",11.1,,493,,801,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA71FL","moyenogooue","stunting_pct",16.8,,561,,227,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA71FL","ogoouemaritime","stunting_pct",15.9,,621,,89,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA71FL","ngounie","stunting_pct",24.7,,494,,304,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA71FL","nyanga","stunting_pct",22.7,,449,,128,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GA71FL","liberville","wasting_pct",3.8,,620,,2653,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA71FL","portgentil","wasting_pct",3.3,,595,,757,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA71FL","ogooueivindo","wasting_pct",1.6,,756,,206,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA71FL","woleuntem","wasting_pct",2.7,,752,,544,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA71FL","ogoouelolo","wasting_pct",4,,741,,196,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA71FL","hautogooue","wasting_pct",1.7,,605,,607,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA71FL","estuaire","wasting_pct",3.5,,496,,805,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA71FL","moyenogooue","wasting_pct",3.7,,566,,229,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA71FL","ogoouemaritime","wasting_pct",3.9,,630,,90,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA71FL","ngounie","wasting_pct",4.5,,495,,305,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GA71FL","nyanga","wasting_pct",5.1,,455,,130,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH5AFL","western","stunting_pct",27,,239,,236,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH5AFL","central","stunting_pct",33.7,,188,,246,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH5AFL","greateraccra","stunting_pct",14.2,,234,,277,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH5AFL","volta","stunting_pct",26.8,,232,,228,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH5AFL","eastern","stunting_pct",37.9,,222,,216,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH5AFL","ashanti","stunting_pct",26.5,,413,,507,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH5AFL","brongahafo","stunting_pct",25.2,,272,,274,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH5AFL","northern","stunting_pct",32.4,,411,,360,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH5AFL","upperwest","stunting_pct",24.6,,247,,66,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH5AFL","uppereast","stunting_pct",36,,182,,116,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH5AFL","western","wasting_pct",5.6,,239,,236,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH5AFL","central","wasting_pct",12,,188,,246,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH5AFL","greateraccra","wasting_pct",5.9,,234,,277,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH5AFL","volta","wasting_pct",5.2,,232,,228,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH5AFL","eastern","wasting_pct",6.4,,222,,216,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH5AFL","ashanti","wasting_pct",9.2,,413,,507,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH5AFL","brongahafo","wasting_pct",5.4,,272,,274,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH5AFL","northern","wasting_pct",12.9,,411,,360,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH5AFL","upperwest","wasting_pct",13.9,,247,,66,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH5AFL","uppereast","wasting_pct",10.8,,182,,116,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH72FL","western","stunting_pct",17.7,,310,,306,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH72FL","central","stunting_pct",22,,323,,340,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH72FL","greateraccra","stunting_pct",10.4,,228,,424,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH72FL","volta","stunting_pct",19.3,,236,,215,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH72FL","eastern","stunting_pct",17,,279,,273,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH72FL","ashanti","stunting_pct",16.1,,293,,496,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH72FL","brongahafo","stunting_pct",17.2,,361,,284,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH72FL","northern","stunting_pct",33.1,,464,,360,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH72FL","upperwest","stunting_pct",22.2,,259,,78,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH72FL","uppereast","stunting_pct",14.4,,281,,118,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH72FL","western","wasting_pct",3.9,,310,,306,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH72FL","central","wasting_pct",7.7,,323,,340,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH72FL","greateraccra","wasting_pct",3.7,,228,,424,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH72FL","volta","wasting_pct",2.5,,236,,215,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH72FL","eastern","wasting_pct",3.2,,279,,273,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH72FL","ashanti","wasting_pct",3.5,,293,,496,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH72FL","brongahafo","wasting_pct",4.5,,361,,284,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH72FL","northern","wasting_pct",6.3,,464,,360,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH72FL","upperwest","wasting_pct",4.4,,259,,78,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH72FL","uppereast","wasting_pct",9.4,,281,,118,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"GH8CFL","western","stunting_pct",13.5,,229,,262,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH8CFL","westernnorth","stunting_pct",10.6,,208,,102,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH8CFL","central","stunting_pct",16.5,,265,,440,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH8CFL","greateraccra","stunting_pct",11.4,,234,,528,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH8CFL","volta","stunting_pct",14.4,,206,,165,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH8CFL","oti","stunting_pct",20.3,,300,,134,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH8CFL","eastern","stunting_pct",10.4,,238,,334,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH8CFL","ashanti","stunting_pct",17.2,,315,,784,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH8CFL","ahafo","stunting_pct",16.5,,269,,98,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH8CFL","bono","stunting_pct",17,,212,,136,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH8CFL","bonoeast","stunting_pct",13.9,,323,,208,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH8CFL","northern","stunting_pct",29.6,,503,,477,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"GH8CFL","savannah","stunting_pct",21,,423,,128,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
