"survey","country","region","records","retained_records","previous_records","newly_excluded","newly_recovered"
"ZM71FL","ZMB","ZMB:ZM71FL:northwestern",4796,4796,4796,0,0
"ZM71FL","ZMB","ZMB:ZM71FL:lusaka",6134,6134,6134,0,0
"ZM81FL","ZMB","ZMB:ZM81FL:western",4066,4037,4037,0,0
"ZM81FL","ZMB","ZMB:ZM81FL:muchinga",4231,4206,4206,0,0
"ZM81FL","ZMB","ZMB:ZM81FL:southern",5982,5900,5900,0,0
"ZM81FL","ZMB","ZMB:ZM81FL:lusaka",5121,5078,5078,0,0
"ZM81FL","ZMB","ZMB:ZM81FL:luapula",5007,4966,4966,0,0
"ZM81FL","ZMB","ZMB:ZM81FL:northwestern",4726,4683,4683,0,0
"ZM81FL","ZMB","ZMB:ZM81FL:copperbelt",4725,4694,4694,0,0
"ZM81FL","ZMB","ZMB:ZM81FL:central",5874,5812,5812,0,0
"ZM81FL","ZMB","ZMB:ZM81FL:northern",5436,5390,5390,0,0
"ZM81FL","ZMB","ZMB:ZM81FL:eastern",5883,5824,5824,0,0
"ZW52FL","ZWE","ZWE:ZW52FL:manicaland",3737,0,0,0,0
"ZW52FL","ZWE","ZWE:ZW52FL:matabelelandnorth",2414,0,0,0,0
"ZW52FL","ZWE","ZWE:ZW52FL:mashonalandwest",2912,0,0,0,0
"ZW52FL","ZWE","ZWE:ZW52FL:midlands",4271,0,0,0,0
"ZW52FL","ZWE","ZWE:ZW52FL:matabelelandsouth",2210,0,0,0,0
"ZW52FL","ZWE","ZWE:ZW52FL:harare",3607,0,0,0,0
"ZW52FL","ZWE","ZWE:ZW52FL:masvingo",3686,0,0,0,0
"ZW52FL","ZWE","ZWE:ZW52FL:bulawayo",1737,0,0,0,0
"ZW52FL","ZWE","ZWE:ZW52FL:mashonalandeast",2228,0,0,0,0
"ZW52FL","ZWE","ZWE:ZW52FL:mashonalandcentral",2935,0,0,0,0
"ZW62FL","ZWE","ZWE:ZW62FL:harare",2922,234,234,0,0
"ZW62FL","ZWE","ZWE:ZW62FL:matabelelandnorth",2628,294,294,0,0
"ZW62FL","ZWE","ZWE:ZW62FL:midlands",3240,302,302,0,0
"ZW62FL","ZWE","ZWE:ZW62FL:masvingo",2892,273,273,0,0
"ZW62FL","ZWE","ZWE:ZW62FL:matabelelandsouth",2644,279,279,0,0
"ZW62FL","ZWE","ZWE:ZW62FL:manicaland",3585,389,389,0,0
"ZW62FL","ZWE","ZWE:ZW62FL:bulawayo",1847,228,228,0,0
"ZW62FL","ZWE","ZWE:ZW62FL:mashonalandeast",2845,335,335,0,0
"ZW62FL","ZWE","ZWE:ZW62FL:mashonalandwest",3416,357,357,0,0
"ZW62FL","ZWE","ZWE:ZW62FL:mashonalandcentral",3315,372,372,0,0
"ZW72FL","ZWE","ZWE:ZW72FL:mashonalandeast",3123,3123,3123,0,0
"ZW72FL","ZWE","ZWE:ZW72FL:masvingo",3628,3628,3628,0,0
"ZW72FL","ZWE","ZWE:ZW72FL:mashonalandwest",3941,3941,3941,0,0
"ZW72FL","ZWE","ZWE:ZW72FL:bulawayo",2488,2488,2488,0,0
"ZW72FL","ZWE","ZWE:ZW72FL:mashonalandcentral",3935,3935,3935,0,0
"ZW72FL","ZWE","ZWE:ZW72FL:manicaland",3950,3950,3950,0,0
"ZW72FL","ZWE","ZWE:ZW72FL:midlands",3892,3892,3892,0,0
"ZW72FL","ZWE","ZWE:ZW72FL:matabelelandnorth",2848,2848,2848,0,0
"ZW72FL","ZWE","ZWE:ZW72FL:matabelelandsouth",2695,2695,2695,0,0
