"age_band","pfpr","af","af_lo","af_hi","attributable_per_1000cy","attributable_lo","attributable_hi","allcause_rate_per_1000cy","rate_lo","rate_hi","reference_rate_per_1000cy"
"1-3 months",55,0.200977981091301,0.0898924212876824,0.304585539127677,8.27856011568646,3.37889353472714,13.4036922366381,40.8506270374282,35.8982634678392,46.089860702028,32.5720669217418
"1-3 months",56,0.202476574349043,0.0904693008509456,0.307278437873625,8.35870813300747,3.44303783244433,13.5378879702568,40.9307750547493,35.9213907088716,46.2639669894576,32.5720669217418
"1-3 months",57,0.203889595755491,0.0927537084356426,0.309294867732252,8.4349961605629,3.44421230066763,13.669777830387,41.0070630823046,35.9631595528215,46.4422354321334,32.5720669217418
"1-3 months",58,0.205221133480456,0.0919926623527517,0.311986657085265,8.50760016451931,3.49402174244735,13.8065901412637,41.079667086261,36.0464888389793,46.6183908897878,32.5720669217418
"1-3 months",59,0.206475438365221,0.0908908378211467,0.31469563142463,8.57670873419893,3.52111751449635,13.9174671639325,41.1487756559407,36.1163958333245,46.67640171656,32.5720669217418
"1-3 months",60,0.207656897253255,0.0892240209859299,0.317308267523362,8.64252198946943,3.43409910404293,13.9948717724858,41.2145889112112,36.1232405846903,46.8986548607808,32.5720669217418
"1-3 months",61,0.20876997287556,0.0892110047896695,0.319822397733499,8.70524873010335,3.46327462926792,14.1227366936615,41.2773156518451,36.155505355,47.1344732735006,32.5720669217418
"1-3 months",62,0.209819161294926,0.0878834420853111,0.322145472939069,8.76510456949553,3.48058384395265,14.2380211001818,41.3371714912373,36.148327553717,47.344846478468,32.5720669217418
"1-3 months",63,0.210808951680367,0.0869667483466485,0.324192691946085,8.82231020924195,3.4420279629436,14.3604047152645,41.3943771309837,36.0960839726796,47.4011540363012,32.5720669217418
"1-3 months",64,0.211743781063555,0.0859609212403865,0.326299428563585,8.8770892919457,3.4001715565857,14.4776271072102,41.4491562136875,36.0571919750622,47.5065499224935,32.5720669217418
"1-3 months",65,0.212627989415712,0.0849679415467806,0.328667345958178,8.9296662727802,3.2868228564258,14.6561760342752,41.5017331945219,36.0275001289242,47.6037139048098,32.5720669217418
"1-3 months",66,0.213465778341048,0.0840496071716285,0.329646045758886,8.98026439471598,3.23540288573341,14.8330997777473,41.5523313164577,36.0378745183727,47.6941092554039,32.5720669217418
"1-3 months",67,0.214261190890207,0.0827004857771347,0.331702496915862,9.02910442506133,3.14049827270857,15.0190188297963,41.6011713468031,36.0010682180566,47.8670878467313,32.5720669217418
"1-3 months",68,0.215018097395379,0.0798424100115699,0.334943420532396,9.07640362486468,2.98088938381113,15.2087986318424,41.6484705466064,35.9025597506934,48.0041220342032,32.5720669217418
"1-3 months",69,0.215740175554624,0.0759335959987255,0.338399666692507,9.12237438362239,2.82160783671148,15.3966346415211,41.6944413053641,35.8476552566729,48.1279144377902,32.5720669217418
"1-3 months",70,0.216430874916248,0.0753293334631372,0.340033949164393,9.167222055018,2.75482450367605,15.500760313004,41.7392889767598,35.7732134648697,48.2416245497597,32.5720669217418
